Age,Smartphone,Other Cell,No Cell Phone,,,,,,,,,,,
18-24,0.49,0.46,0.05,,,,,,,,,,,
25-34,0.58,0.35,0.07,,,,,,,,,,,
35-44,0.44,0.45,0.11,,,,,,,,,,,
45-54,0.28,0.58,0.14,,,,,,,,,,,
55-64,0.22,0.59,0.19,,,,,,,,,,,
65+,0.11,0.45,0.44,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
