Hole 12 Score,,,,,,,
6,,,,,,,
7,,,,,,,
5,,,,,,,
7,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
4,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
4,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
7,,,,,,,
5,,,,,,,
7,,,,,,,
7,,,,,,,
5,,,,,,,
6,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
6,,,,,,,
5,,,,,,,
6,,,,,,,
5,,,,,,,
6,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
6,,,,,,,
5,,,,,,,
5,,,,,,,
6,,,,,,,
5,,,,,,,
6,,,,,,,
5,,,,,,,
5,,,,,,,
6,,,,,,,
5,,,,,,,
6,,,,,,,
6,,,,,,,
6,,,,,,,
4,,,,,,,
3,,,,,,,
4,,,,,,,
6,,,,,,,
8,,,,,,,
6,,,,,,,
6,,,,,,,
6,,,,,,,
4,,,,,,,
6,,,,,,,
5,,,,,,,
6,,,,,,,
5,,,,,,,
6,,,,,,,
6,,,,,,,
6,,,,,,,
6,,,,,,,
4,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
7,,,,,,,
5,,,,,,,
6,,,,,,,
5,,,,,,,
6,,,,,,,
5,,,,,,,
4,,,,,,,
6,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
7,,,,,,,
5,,,,,,,
5,,,,,,,
4,,,,,,,
5,,,,,,,
5,,,,,,,
6,,,,,,,
6,,,,,,,
5,,,,,,,
5,,,,,,,
6,,,,,,,
5,,,,,,,
5,,,,,,,
4,,,,,,,
6,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
6,,,,,,,
5,,,,,,,
5,,,,,,,
4,,,,,,,
6,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
6,,,,,,,
5,,,,,,,
5,,,,,,,
4,,,,,,,
6,,,,,,,
7,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
6,,,,,,,
4,,,,,,,
6,,,,,,,
4,,,,,,,
5,,,,,,,
7,,,,,,,
6,,,,,,,
6,,,,,,,
4,,,,,,,
5,,,,,,,
4,,,,,,,
5,,,,,,,
6,,,,,,,
6,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
6,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
6,,,,,,,
4,,,,,,,
4,,,,,,,
5,,,,,,,
5,,,,,,,
4,,,,,,,
5,,,,,,,
8,,,,,,,
5,,,,,,,
4,,,,,,,
5,,,,,,,
6,,,,,,,
5,,,,,,,
4,,,,,,,
6,,,,,,,
6,,,,,,,
5,,,,,,,
4,,,,,,,
5,,,,,,,
6,,,,,,,
5,,,,,,,
5,,,,,,,
4,,,,,,,
6,,,,,,,
6,,,,,,,
6,,,,,,,
4,,,,,,,
5,,,,,,,
6,,,,,,,
6,,,,,,,
6,,,,,,,
6,,,,,,,
5,,,,,,,
5,,,,,,,
6,,,,,,,
6,,,,,,,
6,,,,,,,
6,,,,,,,
6,,,,,,,
6,,,,,,,
7,,,,,,,
5,,,,,,,
6,,,,,,,
7,,,,,,,
5,,,,,,,
6,,,,,,,
6,,,,,,,
5,,,,,,,
6,,,,,,,
6,,,,,,,
5,,,,,,,
6,,,,,,,
5,,,,,,,
6,,,,,,,
7,,,,,,,
6,,,,,,,
6,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
6,,,,,,,
5,,,,,,,
4,,,,,,,
8,,,,,,,
6,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
6,,,,,,,
7,,,,,,,
6,,,,,,,
7,,,,,,,
6,,,,,,,
6,,,,,,,
4,,,,,,,
5,,,,,,,
6,,,,,,,
4,,,,,,,
5,,,,,,,
5,,,,,,,
7,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
7,,,,,,,
5,,,,,,,
6,,,,,,,
6,,,,,,,
5,,,,,,,
4,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
4,,,,,,,
6,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
6,,,,,,,
5,,,,,,,
5,,,,,,,
6,,,,,,,
5,,,,,,,
7,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
4,,,,,,,
5,,,,,,,
5,,,,,,,
6,,,,,,,
5,,,,,,,
4,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
6,,,,,,,
5,,,,,,,
5,,,,,,,
6,,,,,,,
6,,,,,,,
6,,,,,,,
6,,,,,,,
6,,,,,,,
7,,,,,,,
6,,,,,,,
6,,,,,,,
5,,,,,,,
6,,,,,,,
5,,,,,,,
4,,,,,,,
6,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
6,,,,,,,
6,,,,,,,
5,,,,,,,
7,,,,,,,
6,,,,,,,
5,,,,,,,
6,,,,,,,
5,,,,,,,
5,,,,,,,
8,,,,,,,
5,,,,,,,
3,,,,,,,
6,,,,,,,
6,,,,,,,
6,,,,,,,
6,,,,,,,
5,,,,,,,
3,,,,,,,
6,,,,,,,
7,,,,,,,
5,,,,,,,
5,,,,,,,
4,,,,,,,
6,,,,,,,
5,,,,,,,
6,,,,,,,
5,,,,,,,
5,,,,,,,
4,,,,,,,
5,,,,,,,
5,,,,,,,
7,,,,,,,
5,,,,,,,
5,,,,,,,
7,,,,,,,
5,,,,,,,
5,,,,,,,
6,,,,,,,
6,,,,,,,
6,,,,,,,
6,,,,,,,
6,,,,,,,
5,,,,,,,
5,,,,,,,
4,,,,,,,
5,,,,,,,
6,,,,,,,
5,,,,,,,
6,,,,,,,
5,,,,,,,
6,,,,,,,
5,,,,,,,
6,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
4,,,,,,,
5,,,,,,,
5,,,,,,,
4,,,,,,,
5,,,,,,,
6,,,,,,,
6,,,,,,,
6,,,,,,,
5,,,,,,,
6,,,,,,,
4,,,,,,,
6,,,,,,,
5,,,,,,,
6,,,,,,,
4,,,,,,,
4,,,,,,,
3,,,,,,,
5,,,,,,,
4,,,,,,,
5,,,,,,,
6,,,,,,,
5,,,,,,,
5,,,,,,,
6,,,,,,,
4,,,,,,,
6,,,,,,,
4,,,,,,,
4,,,,,,,
5,,,,,,,
5,,,,,,,
6,,,,,,,
7,,,,,,,
5,,,,,,,
4,,,,,,,
7,,,,,,,
5,,,,,,,
6,,,,,,,
5,,,,,,,
6,,,,,,,
5,,,,,,,
4,,,,,,,
5,,,,,,,
6,,,,,,,
5,,,,,,,
5,,,,,,,
4,,,,,,,
5,,,,,,,
5,,,,,,,
6,,,,,,,
5,,,,,,,
6,,,,,,,
7,,,,,,,
6,,,,,,,
4,,,,,,,
5,,,,,,,
6,,,,,,,
5,,,,,,,
4,,,,,,,
4,,,,,,,
4,,,,,,,
5,,,,,,,
5,,,,,,,
4,,,,,,,
4,,,,,,,
6,,,,,,,
4,,,,,,,
5,,,,,,,
5,,,,,,,
7,,,,,,,
5,,,,,,,
5,,,,,,,
6,,,,,,,
4,,,,,,,
5,,,,,,,
6,,,,,,,
5,,,,,,,
5,,,,,,,
6,,,,,,,
6,,,,,,,
5,,,,,,,
5,,,,,,,
6,,,,,,,
7,,,,,,,
5,,,,,,,
6,,,,,,,
5,,,,,,,
5,,,,,,,
5,,,,,,,
4,,,,,,,
4,,,,,,,
6,,,,,,,
5,,,,,,,
4,,,,,,,
6,,,,,,,
6,,,,,,,
6,,,,,,,
6,,,,,,,
5,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
