Sales Price $,,,,
"245,500",,,,
"221,600",,,,
"214,000",,,,
"171,200",,,,
"278,100",,,,
"294,300",,,,
"306,600",,,,
"119,500",,,,
"184,200",,,,
"336,800",,,,
"202,000",,,,
"186,100",,,,
"293,900",,,,
"129,900",,,,
"193,300",,,,
"132,500",,,,
"126,700",,,,
"472,500",,,,
"575,000",,,,
"535,000",,,,
"208,100",,,,
"172,600",,,,
"269,600",,,,
"149,500",,,,
"189,900",,,,
"264,200",,,,
"239,000",,,,
"198,500",,,,
"435,900",,,,
"163,100",,,,
"172,300",,,,
"223,700",,,,
"180,200",,,,
"166,100",,,,
"155,000",,,,
"255,700",,,,
"182,200",,,,
"212,300",,,,
"185,900",,,,
"378,800",,,,
"167,200",,,,
"165,700",,,,
"321,000",,,,
"169,500",,,,
"277,500",,,,
"315,200",,,,
"356,800",,,,
"322,700",,,,
"177,500",,,,
"168,300",,,,
"186,500",,,,
"236,000",,,,
"203,600",,,,
"385,500",,,,
"205,000",,,,
"178,600",,,,
"159,800",,,,
"174,700",,,,
"256,900",,,,
"169,100",,,,
"177,600",,,,
